movie,genres,main_genre,subgenres,budget,release_month,release_year,production_budget,domestic_gross,foreign_gross,worldwide_gross,total_profit,roi,director,birth_year,death_year
Parental Guidance,"Comedy,Family",Comedy,['Family'],mid,12,2012,25000000,77267296,43565087,120832383,95832383,383.33,Andy Fickman,,
You Again,"Comedy,Family,Romance",Comedy,"['Family', 'Romance']",mid,9,2010,20000000,25702053,7136892,32838945,12838945,64.19,Andy Fickman,,
Paul Blart: Mall Cop 2,"Action,Comedy,Crime",Action,"['Comedy', 'Crime']",mid,4,2015,38000000,71091594,36559052,107650646,69650646,183.29,Andy Fickman,,
The Perfect Host,Fantasy,Fantasy,[],low,7,2011,1000000,48764,2823,51587,-948413,-94.84,Logan Cross,,
The Great Wall,Documentary,Documentary,[],high,2,2017,150000000,45157105,289329747,334486852,184486852,122.99,Tadhg O'Sullivan,,
The Reef,"Adventure,Drama,Horror",Adventure,"['Drama', 'Horror']",mid,12,2010,10000000,0,15037867,15037867,5037867,50.38,Andrew Traucki,,
Compliance,"Biography,Crime,Drama",Biography,"['Crime', 'Drama']",low,8,2012,270000,319285,511415,830700,560700,207.67,Craig Zobel,,
Bad Moms,Comedy,Comedy,[],mid,7,2016,20000000,113257297,67741419,180998716,160998716,804.99,Scott Moore,,
A Bad Moms Christmas,"Adventure,Comedy",Adventure,['Comedy'],mid,11,2017,28000000,72110659,55599891,127710550,99710550,356.11,Scott Moore,,
Resident Evil: Afterlife,"Action,Adventure,Horror",Action,"['Adventure', 'Horror']",high,9,2010,57500000,60128566,235745624,295874190,238374190,414.56,Paul W.S. Anderson,1965.0,
The Three Musketeers,"Action,Adventure,Romance",Action,"['Adventure', 'Romance']",high,10,2011,90000000,20377913,119500000,139877913,49877913,55.42,Paul W.S. Anderson,1965.0,
Resident Evil: Retribution,"Action,Horror,Sci-Fi",Action,"['Horror', 'Sci-Fi']",high,9,2012,65000000,42345531,198302098,240647629,175647629,270.23,Paul W.S. Anderson,1965.0,
Pompeii,"Action,Adventure,Drama",Action,"['Adventure', 'Drama']",high,2,2014,80000000,23169033,85300000,108469033,28469033,35.59,Paul W.S. Anderson,1965.0,
Resident Evil: The Final Chapter,"Action,Horror,Sci-Fi",Action,"['Horror', 'Sci-Fi']",mid,1,2017,40000000,26844692,287256498,314101190,274101190,685.25,Paul W.S. Anderson,1965.0,
Spring Breakers,"Comedy,Crime,Drama",Comedy,"['Crime', 'Drama']",mid,3,2013,5000000,14124286,17024965,31149251,26149251,522.99,Harmony Korine,1973.0,
Trolls,"Adventure,Animation,Comedy",Adventure,"['Animation', 'Comedy']",high,11,2016,125000000,153707064,190443070,344150134,219150134,175.32,Walt Dohrn,1970.0,
Hell or High Water,"Action,Crime,Drama",Action,"['Crime', 'Drama']",mid,8,2016,12000000,27007844,10576460,37584304,25584304,213.2,David Mackenzie,1966.0,
It's a Wonderful Afterlife,"Comedy,Drama,Fantasy",Comedy,"['Drama', 'Fantasy']",mid,10,2010,10000000,0,1642939,1642939,-8357061,-83.57,Gurinder Chadha,1960.0,
Dangal,"Action,Biography,Drama",Action,"['Biography', 'Drama']",mid,12,2016,9500000,12391761,282262857,294654618,285154618,3001.63,Nitesh Tiwari,,
Ain't Them Bodies Saints,"Crime,Drama,Romance",Crime,"['Drama', 'Romance']",mid,8,2013,5000000,391611,683398,1075009,-3924991,-78.5,David Lowery,1980.0,
A Ghost Story,"Drama,Fantasy,Romance",Drama,"['Fantasy', 'Romance']",low,7,2017,100000,1594798,1174984,2769782,2669782,2669.78,David Lowery,1980.0,
Rock the Kasbah,"Comedy,Music,War",Comedy,"['Music', 'War']",mid,10,2015,15000000,3020665,365488,3386153,-11613847,-77.43,Barry Levinson,1942.0,
Widows,"Comedy,Drama",Comedy,['Drama'],mid,11,2018,40000000,42402632,31463456,73866088,33866088,84.67,Marcos Carnevale,1963.0,
Arbitrage,"Drama,Thriller",Drama,['Thriller'],mid,9,2012,12000000,7919574,27911139,35830713,23830713,198.59,Nicholas Jarecki,,
The Awakening,Thriller,Thriller,[],low,8,2012,4900000,95933,6828388,6924321,2024321,41.31,Kelly Weaver,1977.0,
Safe Haven,Horror,Horror,[],mid,2,2013,28000000,71399120,22651831,94050951,66050951,235.9,Kelly Weaver,1977.0,
Remember Me,Thriller,Thriller,[],mid,3,2010,16000000,19068240,37437880,56506120,40506120,253.16,Christopher Jolley,,
3,Documentary,Documentary,[],mid,9,2011,7200000,59774,235718,295492,-6904508,-95.9,Max Volovik,,
Black November,"Action,Crime,Drama",Action,"['Crime', 'Drama']",mid,1,2015,7500000,0,32572,32572,-7467428,-99.57,Jeta Amata,,
The Legend of Hercules,"Action,Adventure,Fantasy",Action,"['Adventure', 'Fantasy']",high,1,2014,70000000,18848538,40104781,58953319,-11046681,-15.78,Renny Harlin,1959.0,
5 Days of War,"Action,Drama,War",Action,"['Drama', 'War']",mid,8,2011,12000000,17479,70314,87793,-11912207,-99.27,Renny Harlin,1959.0,
Posledniy bogatyr,"Action,Adventure,Comedy",Action,"['Adventure', 'Comedy']",mid,12,2017,8500000,0,30700192,30700192,22200192,261.18,Dmitriy Dyachenko,,
Counting,Documentary,Documentary,[],low,7,2015,50000,8374,0,8374,-41626,-83.25,Jem Cohen,1962.0,
Bad Teacher,"Comedy,Romance",Comedy,['Romance'],mid,6,2011,19000000,100292856,115156141,215448997,196448997,1033.94,Jake Kasdan,1974.0,
Sex Tape,"Comedy,Romance",Comedy,['Romance'],mid,7,2014,40000000,38543473,87526036,126069509,86069509,215.17,Jake Kasdan,1974.0,
Jumanji: Welcome to the Jungle,"Action,Adventure,Comedy",Action,"['Adventure', 'Comedy']",high,12,2017,90000000,404508916,559987277,964496193,874496193,971.66,Jake Kasdan,1974.0,
Baahubali: The Beginning,"Action,Drama",Action,['Drama'],mid,7,2015,40000000,6738000,19998665,26736665,-13263335,-33.16,S.S. Rajamouli,,
Baahubali 2: The Conclusion,"Action,Drama",Action,['Drama'],mid,4,2017,30000000,18985794,244517120,263502914,233502914,778.34,S.S. Rajamouli,,
Bodom,"Horror,Mystery,Thriller",Horror,"['Mystery', 'Thriller']",low,12,2016,1250000,0,726460,726460,-523540,-41.88,József Gallai,1988.0,
Suspiria,"Fantasy,Horror,Mystery",Fantasy,"['Horror', 'Mystery']",mid,10,2018,20000000,2483472,4551143,7034615,-12965385,-64.83,Luca Guadagnino,1971.0,
Let There Be Light,Drama,Drama,[],low,10,2017,3000000,7233471,7838,7241309,4241309,141.38,Marko Skop,1974.0,
Promised Land,Documentary,Documentary,[],mid,1,2013,15000000,7597898,4796664,12394562,-2605438,-17.37,Ashley Harris,,
Rio,Documentary,Documentary,[],high,4,2011,90000000,143619809,343900000,487519809,397519809,441.69,Sarah Morris,,
Rosewater,"Biography,Drama",Biography,['Drama'],mid,11,2014,10000000,3128941,56776,3185717,-6814283,-68.14,Jon Stewart,1962.0,
Why Did I Get Married Too?,"Comedy,Drama,Romance",Comedy,"['Drama', 'Romance']",mid,4,2010,20000000,60095852,735215,60831067,40831067,204.16,Tyler Perry,1969.0,
For Colored Girls,Drama,Drama,[],mid,11,2010,21000000,37729698,288175,38017873,17017873,81.04,Tyler Perry,1969.0,
Madea's Big Happy Family,"Comedy,Drama",Comedy,['Drama'],mid,4,2011,25000000,53345287,815531,54160818,29160818,116.64,Tyler Perry,1969.0,
Acrimony,"Drama,Romance,Thriller",Drama,"['Romance', 'Thriller']",mid,3,2018,20000000,43549096,3078740,46627836,26627836,133.14,Tyler Perry,1969.0,
Grudge Match,"Comedy,Drama,Sport",Comedy,"['Drama', 'Sport']",mid,12,2013,40000000,29807260,40000000,69807260,29807260,74.52,Peter Segal,1962.0,
Second Act,"Comedy,Drama,Romance",Comedy,"['Drama', 'Romance']",mid,12,2018,15700000,39282227,24006627,63288854,47588854,303.11,Peter Segal,1962.0,
Killers,"Action,Crime,Drama",Action,"['Crime', 'Drama']",high,6,2010,75000000,47059963,48512786,95572749,20572749,27.43,Timo Tjahjanto,,
Wonder Woman,"Action,Adventure,Fantasy",Action,"['Adventure', 'Fantasy']",high,6,2017,150000000,412563408,408569970,821133378,671133378,447.42,Patty Jenkins,1971.0,
Inside Out,"Adventure,Animation,Comedy",Adventure,"['Animation', 'Comedy']",high,6,2015,175000000,356461711,497774281,854235992,679235992,388.13,Pete Docter,1968.0,
BlacKkKlansman,"Biography,Crime,Drama",Biography,"['Crime', 'Drama']",mid,8,2018,15000000,49275340,43741995,93017335,78017335,520.12,Spike Lee,1957.0,
Wolves,"Drama,Sport",Drama,['Sport'],mid,11,2014,18000000,0,94953,94953,-17905047,-99.47,Bart Freundlich,1970.0,
The Lords of Salem,"Horror,Thriller",Horror,['Thriller'],low,4,2013,1500000,1165881,375250,1541131,41131,2.74,Rob Zombie,1965.0,
31,"Horror,Thriller",Horror,['Thriller'],low,10,2016,1500000,779820,142907,922727,-577273,-38.48,Rob Zombie,1965.0,
Monsters,"Drama,Thriller",Drama,['Thriller'],low,10,2010,500000,237301,5402429,5639730,5139730,1027.95,Aksel Rifman,,
Get Hard,Comedy,Comedy,[],mid,3,2015,40000000,90411453,16100000,106511453,66511453,166.28,Wai Cheong Chan,,
UglyDolls,"Adventure,Animation,Comedy",Adventure,"['Animation', 'Comedy']",mid,5,2019,45000000,19894664,4750000,24644664,-20355336,-45.23,Kelly Asbury,1960.0,
Smurfs: The Lost Village,"Adventure,Animation,Comedy",Adventure,"['Animation', 'Comedy']",high,4,2017,60000000,45020282,152558304,197578586,137578586,229.3,Kelly Asbury,1960.0,
The American,"Crime,Drama,Thriller",Crime,"['Drama', 'Thriller']",mid,9,2010,20000000,35606376,32344347,67950723,47950723,239.75,Anton Corbijn,1955.0,
A Most Wanted Man,"Crime,Drama,Thriller",Crime,"['Drama', 'Thriller']",mid,7,2014,15000000,17237855,18831035,36068890,21068890,140.46,Anton Corbijn,1955.0,
Life,"Biography,Drama",Biography,['Drama'],high,3,2017,58000000,30234022,70695644,100929666,42929666,74.02,Anton Corbijn,1955.0,
Lone Survivor,"Action,Biography,Drama",Action,"['Biography', 'Drama']",mid,12,2013,40000000,125095601,24709031,149804632,109804632,274.51,Peter Berg,1964.0,
Battleship,"Action,Adventure,Sci-Fi",Action,"['Adventure', 'Sci-Fi']",high,5,2012,220000000,65233400,248244317,313477717,93477717,42.49,Peter Berg,1964.0,
Deepwater Horizon,"Action,Drama,History",Action,"['Drama', 'History']",high,9,2016,156000000,61433527,61170297,122603824,-33396176,-21.41,Peter Berg,1964.0,
Mile 22,"Action,Adventure,Thriller",Action,"['Adventure', 'Thriller']",mid,8,2018,35000000,36108758,30186363,66295121,31295121,89.41,Peter Berg,1964.0,
Patriots Day,"Action,Crime,Drama",Action,"['Crime', 'Drama']",mid,12,2016,40000000,31886361,20951628,52837989,12837989,32.09,Peter Berg,1964.0,
The Gunman,"Action,Crime,Drama",Action,"['Crime', 'Drama']",mid,3,2015,40000000,10664749,7929478,18594227,-21405773,-53.51,Pierre Morel,1964.0,
Peppermint,"Action,Crime,Drama",Action,"['Crime', 'Drama']",mid,9,2018,25000000,35418723,16382035,51800758,26800758,107.2,Pierre Morel,1964.0,
Annabelle,"Horror,Mystery,Thriller",Horror,"['Mystery', 'Thriller']",mid,10,2014,6500000,84273813,172589107,256862920,250362920,3851.74,John R. Leonetti,1956.0,
Wish Upon,"Drama,Fantasy,Horror",Drama,"['Fantasy', 'Horror']",mid,7,2017,12000000,14301505,9175840,23477345,11477345,95.64,John R. Leonetti,1956.0,
Dom Hemingway,"Comedy,Crime,Drama",Comedy,"['Crime', 'Drama']",mid,4,2014,7000000,523511,1333947,1857458,-5142542,-73.46,Richard Shepard,,
Red Sky,Thriller,Thriller,[],mid,3,2015,25000000,0,91116,91116,-24908884,-99.64,Patrick Michael Ryder,,
Indivisible,Drama,Drama,[],low,10,2018,2700000,3511417,76888,3588305,888305,32.9,Edoardo De Angelis,1978.0,
Uncle Drew,"Comedy,Sport",Comedy,['Sport'],mid,6,2018,18000000,42469946,4057215,46527161,28527161,158.48,Charles Stone III,1966.0,
That's My Boy,Comedy,Comedy,[],high,6,2012,57500000,36931089,21154146,58085235,585235,1.02,Sean Anders,,
Horrible Bosses 2,"Comedy,Crime",Comedy,['Crime'],mid,11,2014,40000000,54445357,51500000,105945357,65945357,164.86,Sean Anders,,
Instant Family,"Comedy,Drama",Comedy,['Drama'],mid,11,2018,48000000,67363237,52372951,119736188,71736188,149.45,Sean Anders,,
The Odd Life of Timothy Green,"Comedy,Drama,Family",Comedy,"['Drama', 'Family']",mid,8,2012,40000000,51853450,3395709,55249159,15249159,38.12,Peter Hedges,1962.0,
Dolphin Tale,"Drama,Family",Drama,['Family'],mid,9,2011,37000000,72286779,23781945,96068724,59068724,159.65,Charles Martin Smith,1953.0,
Dolphin Tale 2,"Drama,Family",Drama,['Family'],mid,9,2014,36000000,42024533,15800000,57824533,21824533,60.62,Charles Martin Smith,1953.0,
Alita: Battle Angel,"Action,Adventure,Sci-Fi",Action,"['Adventure', 'Sci-Fi']",high,2,2019,170000000,85710210,317265826,402976036,232976036,137.04,Robert Rodriguez,1968.0,
Sin City: A Dame to Kill For,"Crime,Thriller",Crime,['Thriller'],high,8,2014,65000000,13757804,26893038,40650842,-24349158,-37.46,Robert Rodriguez,1968.0,
Machete,"Action,Crime,Thriller",Action,"['Crime', 'Thriller']",mid,9,2010,12500000,26593646,19777324,46370970,33870970,270.97,Robert Rodriguez,1968.0,
Machete Kills,"Action,Crime,Sci-Fi",Action,"['Crime', 'Sci-Fi']",mid,10,2013,20000000,8008161,10264848,18273009,-1726991,-8.63,Robert Rodriguez,1968.0,
Krisha,Drama,Drama,[],low,3,2016,30000,144822,0,144822,114822,382.74,Trey Edward Shults,,
It Comes at Night,"Horror,Mystery",Horror,['Mystery'],mid,6,2017,5000000,13985117,5735086,19720203,14720203,294.4,Trey Edward Shults,,
First Man,Documentary,Documentary,[],high,10,2018,60000000,44936545,60267280,105203825,45203825,75.34,Fred Fougea,,
The Croods,"Action,Adventure,Animation",Action,"['Adventure', 'Animation']",high,3,2013,135000000,187168425,385900000,573068425,438068425,324.5,Chris Sanders,1962.0,
How to Train Your Dragon,"Action,Adventure,Animation",Action,"['Adventure', 'Animation']",high,3,2010,165000000,217581232,277289760,494870992,329870992,199.92,Chris Sanders,1962.0,
A Better Life,Drama,Drama,[],mid,6,2011,10000000,1759252,124999,1884251,-8115749,-81.16,Cédric Kahn,1966.0,
Hereditary,"Drama,Horror,Mystery",Drama,"['Horror', 'Mystery']",mid,6,2018,10000000,44069456,26064449,70133905,60133905,601.34,Ari Aster,,
The Big Sick,"Comedy,Drama,Romance",Comedy,"['Drama', 'Romance']",mid,6,2017,5000000,42872467,11100393,53972860,48972860,979.46,Michael Showalter,1970.0,
Deadfall,"Crime,Drama,Thriller",Crime,"['Drama', 'Thriller']",mid,12,2012,6000000,66351,1607284,1673635,-4326365,-72.11,Stefan Ruzowitzky,1961.0,
The Forest,"Horror,Mystery,Thriller",Horror,"['Mystery', 'Thriller']",mid,1,2016,10000000,26594261,14154969,40749230,30749230,307.49,Jason Zada,,
Mike and Dave Need Wedding Dates,"Adventure,Comedy,Romance",Adventure,"['Comedy', 'Romance']",mid,7,2016,33000000,46009673,29888427,75898100,42898100,129.99,Jake Szymanski,,
Transformers: Dark of the Moon,"Action,Adventure,Sci-Fi",Action,"['Adventure', 'Sci-Fi']",high,6,2011,195000000,352390543,771400000,1123790543,928790543,476.3,Michael Bay,1965.0,
Pain & Gain,"Action,Comedy,Crime",Action,"['Comedy', 'Crime']",mid,4,2013,26000000,49875291,31400000,81275291,55275291,212.6,Michael Bay,1965.0,
Transformers: Age of Extinction,"Action,Adventure,Sci-Fi",Action,"['Adventure', 'Sci-Fi']",high,6,2014,210000000,245439076,858600000,1104039076,894039076,425.73,Michael Bay,1965.0,
Transformers: The Last Knight,"Action,Adventure,Sci-Fi",Action,"['Adventure', 'Sci-Fi']",high,6,2017,217000000,130168683,472724657,602893340,385893340,177.83,Michael Bay,1965.0,
Thor: The Dark World,"Action,Adventure,Fantasy",Action,"['Adventure', 'Fantasy']",high,11,2013,150000000,206362140,438240376,644602516,494602516,329.74,Alan Taylor,1965.0,
R.I.P.D.,"Action,Adventure,Comedy",Action,"['Adventure', 'Comedy']",high,7,2013,130000000,33618855,45457823,79076678,-50923322,-39.17,Robert Schwentke,1968.0,
Upside Down,Comedy,Comedy,[],high,3,2013,50000000,102118,26284921,26387039,-23612961,-47.23,Hani Sabri,,
Suicide Squad,"Action,Adventure,Fantasy",Action,"['Adventure', 'Fantasy']",high,8,2016,175000000,325100054,420959833,746059887,571059887,326.32,David Ayer,1968.0,
Sabotage,"Action,Crime,Drama",Action,"['Crime', 'Drama']",mid,3,2014,35000000,10508518,7867925,18376443,-16623557,-47.5,David Ayer,1968.0,
End of Watch,"Action,Crime,Drama",Action,"['Crime', 'Drama']",mid,9,2012,15000000,41003371,16583235,57586606,42586606,283.91,David Ayer,1968.0,
Fury,"Action,Drama,War",Action,"['Drama', 'War']",high,10,2014,80000000,85817906,124497775,210315681,130315681,162.89,David Ayer,1968.0,
Moonrise Kingdom,"Adventure,Comedy,Drama",Adventure,"['Comedy', 'Drama']",mid,5,2012,16000000,45512466,23335980,68848446,52848446,330.3,Wes Anderson,1969.0,
The Grand Budapest Hotel,"Adventure,Comedy,Crime",Adventure,"['Comedy', 'Crime']",mid,3,2014,31000000,59076019,104905242,163981261,132981261,428.97,Wes Anderson,1969.0,
Strangerland,"Drama,Mystery,Thriller",Drama,"['Mystery', 'Thriller']",mid,7,2015,10000000,17472,143625,161097,-9838903,-98.39,Kim Farrant,,
Young Adult,"Comedy,Drama",Comedy,['Drama'],mid,12,2011,12000000,16311571,6438785,22750356,10750356,89.59,Jason Reitman,1977.0,
Labor Day,"Drama,Romance",Drama,['Romance'],mid,1,2014,18000000,13371528,818282,14189810,-3810190,-21.17,Jason Reitman,1977.0,
Supporting Characters,Comedy,Comedy,[],low,1,2013,60000,4917,0,4917,-55083,-91.8,Daniel Schechter,,
The Strangers: Prey at Night,Horror,Horror,[],mid,3,2018,5000000,24431472,5528579,29960051,24960051,499.2,Johannes Roberts,1976.0,
The Other Side of the Door,Horror,Horror,[],mid,3,2016,5000000,3000342,9904765,12905107,7905107,158.1,Johannes Roberts,1976.0,
Shame,Drama,Drama,[],mid,12,2011,6500000,4002293,16410548,20412841,13912841,214.04,Yusup Razykov,1957.0,
The Sapphires,"Biography,Comedy,Drama",Biography,"['Comedy', 'Drama']",mid,3,2013,9000000,2450867,17944173,20395040,11395040,126.61,Wayne Blair,1971.0,
Sholem Aleichem: Laughing in the Darkness,Documentary,Documentary,[],low,7,2011,500000,1131261,0,1131261,631261,126.25,Joseph Dorman,1958.0,
Footloose,"Comedy,Drama,Music",Comedy,"['Drama', 'Music']",mid,10,2011,24000000,51802742,11187092,62989834,38989834,162.46,Craig Brewer,1971.0,
Never Let Me Go,Drama,Drama,[],mid,9,2010,15000000,2434652,8739066,11173718,-3826282,-25.51,Anchitta Noowong,,
Animal Kingdom,"Crime,Drama",Crime,['Drama'],low,8,2010,4200000,1044039,7034644,8078683,3878683,92.35,David Michôd,,
The Rover,"Action,Crime,Drama",Action,"['Crime', 'Drama']",mid,6,2014,8500000,1109199,2071053,3180252,-5319748,-62.59,David Michôd,,
This Means War,"Action,Comedy,Romance",Action,"['Comedy', 'Romance']",high,2,2012,65000000,54760791,102213766,156974557,91974557,141.5,McG,1968.0,
3 Days to Kill,"Action,Drama,Thriller",Action,"['Drama', 'Thriller']",mid,2,2014,28000000,30697999,8261901,38959900,10959900,39.14,McG,1968.0,
Unfriended,"Horror,Mystery,Thriller",Horror,"['Mystery', 'Thriller']",low,4,2015,1000000,32789645,31574553,64364198,63364198,6336.42,Levan Gabriadze,1969.0,
Before We Go,"Documentary,Drama,News",Documentary,"['Drama', 'News']",low,9,2015,3000000,37151,446787,483938,-2516062,-83.87,Jorge Léon,,
Frontera,"Crime,Drama,Family",Crime,"['Drama', 'Family']",low,9,2014,2300000,59696,0,59696,-2240304,-97.4,Jake Thomas Armbruster,,
Warrior,"Drama,Sport",Drama,['Sport'],mid,9,2011,25000000,13657115,10558270,24215385,-784615,-3.14,Gavin O'Connor,1963.0,
Jane Got a Gun,"Action,Drama,Western",Action,"['Drama', 'Western']",mid,1,2016,25000000,1513793,2257552,3771345,-21228655,-84.91,Gavin O'Connor,1963.0,
The Accountant,"Action,Crime,Drama",Action,"['Crime', 'Drama']",mid,10,2016,40000000,86260045,66702038,152962083,112962083,282.41,Gavin O'Connor,1963.0,
Atomic Blonde,"Action,Mystery,Thriller",Action,"['Mystery', 'Thriller']",mid,7,2017,30000000,51573925,46771498,98345423,68345423,227.82,David Leitch,,
John Wick,"Action,Crime,Thriller",Action,"['Crime', 'Thriller']",mid,10,2014,30000000,43037835,33197166,76235001,46235001,154.12,David Leitch,,
Deadpool 2,"Action,Adventure,Comedy",Action,"['Adventure', 'Comedy']",high,5,2018,110000000,324591735,462088822,786680557,676680557,615.16,David Leitch,,
Son of God,Documentary,Documentary,[],mid,2,2014,22000000,59700064,11249729,70949793,48949793,222.5,Khavn,1973.0,
High School,Comedy,Comedy,[],mid,6,2012,10000000,139034,109099,248133,-9751867,-97.52,John Stalberg Jr.,,
Tammy,"Comedy,Romance",Comedy,['Romance'],mid,7,2014,20000000,84525432,11882223,96407655,76407655,382.04,Ben Falcone,1973.0,
The Boss,Comedy,Comedy,[],mid,4,2016,29000000,63077560,15574647,78652207,49652207,171.21,Ben Falcone,1973.0,
Life of the Party,Comedy,Comedy,[],mid,5,2018,30000000,53059911,12700000,65759911,35759911,119.2,Ben Falcone,1973.0,
American Heist,"Action,Crime,Drama",Action,"['Crime', 'Drama']",mid,7,2015,10000000,0,2341218,2341218,-7658782,-76.59,Sarik Andreasyan,1984.0,
The Call,Drama,Drama,[],mid,3,2013,12800000,51872378,17949098,69821476,57021476,445.48,Jason Ferrell,,
Barbecue,Comedy,Comedy,[],mid,12,2014,10000000,388,247177,247565,-9752435,-97.52,Eric Lavaine,,
The Possession of Hannah Grace,"Horror,Mystery,Thriller",Horror,"['Mystery', 'Thriller']",mid,11,2018,6000000,14836174,27949213,42785387,36785387,613.09,Diederik Van Rooijen,,
Trainwreck,"Comedy,Drama,Romance",Comedy,"['Drama', 'Romance']",mid,7,2015,35000000,110212700,30911197,141123897,106123897,303.21,Judd Apatow,1967.0,
The Conspirator,Comedy,Comedy,[],mid,4,2011,25000000,11538204,4369207,15907411,-9092589,-36.37,Ken Fanning,1973.0,
Central Intelligence,"Action,Comedy,Crime",Action,"['Comedy', 'Crime']",high,6,2016,50000000,127440871,89753934,217194805,167194805,334.39,Rawson Marshall Thurber,1975.0,
We're the Millers,"Comedy,Crime",Comedy,['Crime'],mid,8,2013,37000000,150394119,117422157,267816276,230816276,623.83,Rawson Marshall Thurber,1975.0,
Skyscraper,"Action,Adventure,Thriller",Action,"['Adventure', 'Thriller']",high,7,2018,125000000,68420120,235695414,304115534,179115534,143.29,Rawson Marshall Thurber,1975.0,
Katy Perry: Part of Me,"Documentary,Music",Documentary,['Music'],mid,7,2012,12000000,25326071,7374368,32700439,20700439,172.5,Jane Lipsitz,1965.0,
The Killer Inside Me,"Crime,Drama,Horror",Crime,"['Drama', 'Horror']",mid,6,2010,13000000,217277,3400000,3617277,-9382723,-72.17,Michael Winterbottom,1961.0,
On the Road,Drama,Drama,[],mid,3,2013,25000000,720828,8592474,9313302,-15686698,-62.75,Michael Winterbottom,1961.0,
Demonic,Documentary,Documentary,[],low,10,2017,3000000,0,4668109,4668109,1668109,55.6,Pia Borg,,
The First Time,Drama,Drama,[],low,10,2012,2000000,17061,0,17061,-1982939,-99.15,Luo Jinyao,,
"Paul, Apostle of Christ","Adventure,Biography,Drama",Adventure,"['Biography', 'Drama']",mid,3,2018,5000000,17547999,7981499,25529498,20529498,410.59,Andrew Hyatt,1982.0,
The Circle,"Biography,Drama,Romance",Biography,"['Drama', 'Romance']",mid,4,2017,18000000,20497844,20154020,40651864,22651864,125.84,Stefan Haupt,1961.0,
Hot Tub Time Machine,"Comedy,Sci-Fi",Comedy,['Sci-Fi'],mid,3,2010,36000000,50269859,15697891,65967750,29967750,83.24,Steve Pink,,
About Last Night,"Comedy,Romance",Comedy,['Romance'],mid,2,2014,13000000,48637684,1808176,50445860,37445860,288.05,Steve Pink,,
Hot Tub Time Machine 2,"Comedy,Mystery,Sci-Fi",Comedy,"['Mystery', 'Sci-Fi']",mid,2,2015,14000000,12314651,511993,12826644,-1173356,-8.38,Steve Pink,,
Anonymous,"Drama,Thriller",Drama,['Thriller'],mid,10,2011,27500000,4463292,11352217,15815509,-11684491,-42.49,Roland Emmerich,1955.0,
Independence Day: Resurgence,"Action,Adventure,Sci-Fi",Action,"['Adventure', 'Sci-Fi']",high,6,2016,165000000,103144286,281025138,384169424,219169424,132.83,Roland Emmerich,1955.0,
White House Down,"Action,Drama,Thriller",Action,"['Drama', 'Thriller']",high,6,2013,150000000,73103784,132336603,205440387,55440387,36.96,Roland Emmerich,1955.0,
The Divide,"Drama,Horror,Sci-Fi",Drama,"['Horror', 'Sci-Fi']",low,1,2012,3000000,18000,138362,156362,-2843638,-94.79,Xavier Gens,1975.0,
The Raven,"Crime,Mystery,Thriller",Crime,"['Mystery', 'Thriller']",mid,4,2012,26000000,16008272,14593529,30601801,4601801,17.7,James McTeigue,,
Survivor,"Action,Crime,Thriller",Action,"['Crime', 'Thriller']",mid,5,2015,20000000,0,1703281,1703281,-18296719,-91.48,James McTeigue,,
Breaking In,"Action,Crime,Drama",Action,"['Crime', 'Drama']",mid,5,2018,6000000,46840590,4571030,51411620,45411620,756.86,James McTeigue,,
Valerian and the City of a Thousand Planets,"Action,Adventure,Fantasy",Action,"['Adventure', 'Fantasy']",high,7,2017,180000000,40479370,174618986,215098356,35098356,19.5,Luc Besson,1959.0,
Lucy,"Action,Sci-Fi,Thriller",Action,"['Sci-Fi', 'Thriller']",mid,7,2014,40000000,126573960,330933816,457507776,417507776,1043.77,Luc Besson,1959.0,
Anna,"Action,Thriller",Action,['Thriller'],low,6,2014,4357373,0,1200000,1200000,-3157373,-72.46,Luc Besson,1959.0,
Devil's Due,"Horror,Mystery,Thriller",Horror,"['Mystery', 'Thriller']",mid,1,2014,7000000,15821461,20324626,36146087,29146087,416.37,Tyler Gillett,,
Paranoia,Horror,Horror,[],mid,8,2013,40000000,7388654,8952113,16340767,-23659233,-59.15,Masato Tanno,,
The Gambler,Documentary,Documentary,[],mid,12,2014,25000000,33680992,5037039,38718031,13718031,54.87,Ross Whitaker,,
Redemption,Drama,Drama,[],mid,6,2013,23000000,36686,13556787,13593473,-9406527,-40.9,Boaz Yehonatan Yaacov,,
Wild,Documentary,Documentary,[],mid,12,2014,15000000,37880356,14580187,52460543,37460543,249.74,Uriel Sinai,,
Inferno,Thriller,Thriller,[],high,10,2016,75000000,34343574,185175793,219519367,144519367,192.69,Victor Vu,,
The Rite,"Drama,Horror,Mystery",Drama,"['Horror', 'Mystery']",mid,1,2011,37000000,33047633,64096354,97143987,60143987,162.55,Mikael Håfström,1960.0,
Escape Plan,"Action,Crime,Mystery",Action,"['Crime', 'Mystery']",high,10,2013,70000000,25135965,78600000,103735965,33735965,48.19,Mikael Håfström,1960.0,
The Artist,Mystery,Mystery,[],mid,11,2011,16000000,44667095,83589617,128256712,112256712,701.6,Avijit Sud,,
The Resurrection of Gavin Stone,"Comedy,Drama,Family",Comedy,"['Drama', 'Family']",low,1,2017,2000000,2303792,0,2303792,303792,15.19,Dallas Jenkins,,
